DATE,PRICE,TOTAL_VOLUME
2023-08-22 00:00:00.000,1.128757197,542702.207110321
2023-08-21 00:00:00.000,1.150653422,101446.086073324
2023-08-20 00:00:00.000,1.16250506,162612.812699032
2023-08-19 00:00:00.000,1.151659256,55578.822800475
2023-08-18 00:00:00.000,1.135717389,447679.656344757
2023-08-17 00:00:00.000,1.205175529,406307.780658539
2023-08-16 00:00:00.000,1.252872454,342713.400141988
2023-08-15 00:00:00.000,1.322818223,130161.358466441
2023-08-14 00:00:00.000,1.342825307,55268.241943986
2023-08-13 00:00:00.000,1.345022521,24326.750862713
2023-08-12 00:00:00.000,1.341837592,28650.608216281
2023-08-11 00:00:00.000,1.329240854,26472.257270743
2023-08-10 00:00:00.000,1.338530731,38796.283794943
2023-08-09 00:00:00.000,1.35379821,90828.306149859
2023-08-08 00:00:00.000,1.346677501,52046.777878294
2023-08-07 00:00:00.000,1.339644368,64358.750886717
2023-08-06 00:00:00.000,1.351339128,59048.110078577
2023-08-05 00:00:00.000,1.342531625,27362.190393072
2023-08-04 00:00:00.000,1.352425337,72177.238861891
2023-08-03 00:00:00.000,1.388236951,78424.517733432
2023-08-02 00:00:00.000,1.398249403,460772.551084217
2023-08-01 00:00:00.000,1.376184094,47165.93299769
2023-07-31 00:00:00.000,1.390454666,68832.458678322
2023-07-30 00:00:00.000,1.403286123,45049.135636533
2023-07-29 00:00:00.000,1.400690666,39711.28233248
2023-07-28 00:00:00.000,1.38530918,41080.926684253
2023-07-27 00:00:00.000,1.370520204,76224.199784507
2023-07-26 00:00:00.000,1.340624775,72215.741688635
2023-07-25 00:00:00.000,1.356762983,101157.187875941
2023-07-24 00:00:00.000,1.410116004,68108.359816728
2023-07-23 00:00:00.000,1.453001529,20595.442650604
2023-07-22 00:00:00.000,1.46811697,38400.370692967
2023-07-21 00:00:00.000,1.50157393,93986.80863832
2023-07-20 00:00:00.000,1.524895295,100373.403048813
2023-07-19 00:00:00.000,1.486361107,173225.613828678
2023-07-18 00:00:00.000,1.473483687,91057.143982092
2023-07-17 00:00:00.000,1.465442892,104672.517007295
2023-07-16 00:00:00.000,1.483981957,68720.014065471
2023-07-15 00:00:00.000,1.492747533,72040.480372889
2023-07-14 00:00:00.000,1.512782614,242093.291821777
2023-07-13 00:00:00.000,1.359839948,126454.972839256
2023-07-12 00:00:00.000,1.339444883,121522.278805219
2023-07-11 00:00:00.000,1.326389107,50773.47738471
2023-07-10 00:00:00.000,1.31635936,69571.246317443
2023-07-09 00:00:00.000,1.352868198,57734.135563951
2023-07-08 00:00:00.000,1.362025049,93895.353302045
2023-07-07 00:00:00.000,1.339295463,103706.244750891
2023-07-06 00:00:00.000,1.347459535,98760.45790719
2023-07-05 00:00:00.000,1.378180185,83621.994456015
2023-07-04 00:00:00.000,1.426860536,82155.62720902
2023-07-03 00:00:00.000,1.4611395,369419.26561949
2023-07-02 00:00:00.000,1.456651686,87135.385572838
2023-07-01 00:00:00.000,1.404009678,101799.983565977
2023-06-30 00:00:00.000,1.371083684,164900.014886116
2023-06-29 00:00:00.000,1.359191411,94914.158195649
2023-06-28 00:00:00.000,1.409191307,110649.769664685
2023-06-27 00:00:00.000,1.482868798,98071.302459303
2023-06-26 00:00:00.000,1.502613795,318863.660347329
2023-06-25 00:00:00.000,1.426051002,56331.032687982
2023-06-24 00:00:00.000,1.413072446,88432.081109883
2023-06-23 00:00:00.000,1.351085582,77761.399838359
2023-06-22 00:00:00.000,1.352832793,86339.408082886
2023-06-21 00:00:00.000,1.314638122,93654.381987706
2023-06-20 00:00:00.000,1.248399135,51889.730977103
2023-06-19 00:00:00.000,1.229043143,61978.467634562
2023-06-18 00:00:00.000,1.254901381,62735.963455247
2023-06-17 00:00:00.000,1.247119443,69092.839421298
2023-06-16 00:00:00.000,1.201850446,80719.158947821
2023-06-15 00:00:00.000,1.179734918,71031.843417186
2023-06-14 00:00:00.000,1.199926532,104149.449384931
2023-06-13 00:00:00.000,1.207254866,67807.139574984
2023-06-12 00:00:00.000,1.195731197,65980.543826448
2023-06-11 00:00:00.000,1.203086746,57368.909608137
2023-06-10 00:00:00.000,1.245732885,279901.485343947
2023-06-09 00:00:00.000,1.407685973,73620.996434477
2023-06-08 00:00:00.000,1.412022375,56707.885582976
2023-06-07 00:00:00.000,1.472693169,125796.048580371
2023-06-06 00:00:00.000,1.502427278,129555.559930416
2023-06-05 00:00:00.000,1.590078504,203774.553818966
2023-06-04 00:00:00.000,1.636433735,114797.783437379
2023-06-03 00:00:00.000,1.617646599,180121.972196757
2023-06-02 00:00:00.000,1.589007607,67725.005230675
2023-06-01 00:00:00.000,1.562009818,72200.639234057
2023-05-31 00:00:00.000,1.578038689,80977.682407621
2023-05-30 00:00:00.000,1.628379177,42229.547467141
2023-05-29 00:00:00.000,1.644893817,193844.338520445
2023-05-28 00:00:00.000,1.643167205,104454.648135931
2023-05-27 00:00:00.000,1.591016556,35375.041060298
2023-05-26 00:00:00.000,1.568031399,41745.397853489
2023-05-25 00:00:00.000,1.567533568,109086.002843661
2023-05-24 00:00:00.000,1.597023997,79229.657450008
2023-05-23 00:00:00.000,1.640361799,105947.39584401
2023-05-22 00:00:00.000,1.610822564,51247.353769246
2023-05-21 00:00:00.000,1.642959998,45574.100208825
2023-05-20 00:00:00.000,1.660503625,63114.163029815
2023-05-19 00:00:00.000,1.668687202,68412.011268734
2023-05-18 00:00:00.000,1.678366217,116077.035885505
2023-05-17 00:00:00.000,1.671776164,165474.560889904
2023-05-16 00:00:00.000,1.653076038,103730.700875779
2023-05-15 00:00:00.000,1.674461144,179301.800203003
2023-05-14 00:00:00.000,1.659695777,79871.180003959
2023-05-13 00:00:00.000,1.642959154,66503.070688622
2023-05-12 00:00:00.000,1.596497435,135108.473278504
2023-05-11 00:00:00.000,1.60935264,108327.865476918
2023-05-10 00:00:00.000,1.63815845,147500.265907438
2023-05-09 00:00:00.000,1.630308938,75327.415808556
2023-05-08 00:00:00.000,1.675086542,380213.277857689
2023-05-07 00:00:00.000,1.768599502,80044.048609839
2023-05-06 00:00:00.000,1.805130866,122175.909735319
2023-05-05 00:00:00.000,1.853175666,116331.033115866
2023-05-04 00:00:00.000,1.865358948,60661.859944127
2023-05-03 00:00:00.000,1.819081156,116769.684809982
2023-05-02 00:00:00.000,1.832017656,73206.34590977
2023-05-01 00:00:00.000,1.88638908,129377.776324447
2023-04-30 00:00:00.000,1.939712632,91694.847045687
2023-04-29 00:00:00.000,1.935395346,85856.882896085
2023-04-28 00:00:00.000,1.915709054,85488.211629086
2023-04-27 00:00:00.000,1.909961702,122090.730130814
2023-04-26 00:00:00.000,1.958442559,194105.607944838
2023-04-25 00:00:00.000,1.878768122,190280.04660956
2023-04-24 00:00:00.000,1.902641236,160730.236328979
2023-04-23 00:00:00.000,1.920739121,80831.780928233
2023-04-22 00:00:00.000,1.922953903,111595.780925543
2023-04-21 00:00:00.000,2.010355055,162636.438089202
2023-04-20 00:00:00.000,2.129957688,190990.657847677
2023-04-19 00:00:00.000,2.249848626,361145.790201192
2023-04-18 00:00:00.000,2.332678065,164531.709144902
2023-04-17 00:00:00.000,2.285880229,256690.385424451
2023-04-16 00:00:00.000,2.304141002,164077.377963458
2023-04-15 00:00:00.000,2.282426076,243186.421401272
2023-04-14 00:00:00.000,2.223684233,268615.645959461
2023-04-13 00:00:00.000,2.195269394,159406.011034082
2023-04-12 00:00:00.000,2.098561049,385963.489362113
2023-04-11 00:00:00.000,2.068856971,95953.942733922
2023-04-10 00:00:00.000,2.002295905,111316.340926316
2023-04-09 00:00:00.000,1.968887844,75394.132548001
2023-04-08 00:00:00.000,1.997243042,80681.403407132
2023-04-07 00:00:00.000,1.992678851,138486.467739571
2023-04-06 00:00:00.000,1.993959758,76758.74139607
2023-04-05 00:00:00.000,2.032870353,192807.460297288
2023-04-04 00:00:00.000,1.961923429,114498.525938724
2023-04-03 00:00:00.000,1.919864336,224431.931420661
2023-04-02 00:00:00.000,1.968930067,491073.960239442
2023-04-01 00:00:00.000,1.984743846,152835.803961997
2023-03-31 00:00:00.000,1.947113921,234745.114473028
2023-03-30 00:00:00.000,1.955759107,733473.787894122
2023-03-29 00:00:00.000,1.940177622,226038.578661276
2023-03-28 00:00:00.000,1.851104473,265722.246822884
2023-03-27 00:00:00.000,1.905617834,402119.826050635
2023-03-26 00:00:00.000,1.951754189,269987.678400349
2023-03-25 00:00:00.000,1.963718698,286718.821216516
2023-03-24 00:00:00.000,2.010738923,677961.27445161
2023-03-23 00:00:00.000,2.00180171,369126.406808516
2023-03-22 00:00:00.000,2.028989846,807945.297730176
2023-03-21 00:00:00.000,2.025146994,525264.521572103
2023-03-20 00:00:00.000,2.085658935,1217553.10155339
2023-03-19 00:00:00.000,2.14812261,972393.173639155
2023-03-18 00:00:00.000,2.174874243,1016287.95778228
2023-03-17 00:00:00.000,2.039344083,454973.69384465
2023-03-16 00:00:00.000,1.95468704,539441.409461902
2023-03-15 00:00:00.000,2.055399953,873010.311248495
2023-03-14 00:00:00.000,2.076604204,779069.314394271
